300.00 0.091790
305.00 0.100880
310.00 0.103890
315.00 0.110330
320.00 0.112500
325.00 0.116550
330.00 0.118560
335.00 0.121320
340.00 0.124090
345.00 0.126890
350.00 0.129520
355.00 0.132370
360.00 0.135550
365.00 0.139750
370.00 0.142870
375.00 0.145290
380.00 0.149280
385.00 0.152630
390.00 0.156500
395.00 0.160750
400.00 0.161480
405.00 0.163220
410.00 0.165680
415.00 0.168480
420.00 0.171820
425.00 0.175750
430.00 0.179620
435.00 0.183020
440.00 0.186370
445.00 0.188810
450.00 0.190740
455.00 0.192290
460.00 0.194750
465.00 0.196600
470.00 0.198610
475.00 0.201340
480.00 0.204430
485.00 0.207480
490.00 0.209800
495.00 0.211210
500.00 0.214190
505.00 0.216310
510.00 0.218450
515.00 0.220030
520.00 0.221510
525.00 0.222540
530.00 0.224020
535.00 0.225100
540.00 0.226120
545.00 0.226370
550.00 0.226800
555.00 0.226860
560.00 0.227020
565.00 0.226700
570.00 0.226450
575.00 0.225630
580.00 0.225040
585.00 0.224740
590.00 0.223490
595.00 0.222650
600.00 0.221780
605.00 0.220620
610.00 0.219720
615.00 0.218940
620.00 0.217630
625.00 0.216580
630.00 0.215510
635.00 0.214470
640.00 0.213420
645.00 0.212290
650.00 0.211250
655.00 0.209890
660.00 0.208820
665.00 0.207570
670.00 0.206780
675.00 0.205770
680.00 0.205060
685.00 0.204220
690.00 0.203450
695.00 0.202790
700.00 0.202470
705.00 0.201630
710.00 0.201540
715.00 0.201180
720.00 0.201010
725.00 0.200630
730.00 0.200850
735.00 0.201150
740.00 0.201600
745.00 0.202230
750.00 0.202760
755.00 0.203520
760.00 0.204450
765.00 0.205430
770.00 0.206710
775.00 0.207670
780.00 0.208610
785.00 0.209550
790.00 0.210710
795.00 0.211690
800.00 0.212790
805.00 0.213600
810.00 0.214350
815.00 0.214460
820.00 0.215170
825.00 0.215300
830.00 0.215530
835.00 0.215380
840.00 0.215220
845.00 0.214420
850.00 0.213990
855.00 0.213710
860.00 0.213530
865.00 0.213260
865.20 0.213260
865.30 0.212842
865.50 0.212361
865.60 0.212978
865.80 0.213281
865.90 0.213082
866.00 0.212821
866.20 0.212706
866.30 0.213312
866.50 0.213375
866.60 0.213438
866.80 0.213124
866.90 0.212507
867.10 0.212507
867.20 0.212277
867.30 0.212319
867.50 0.212413
867.60 0.212099
867.80 0.212099
867.90 0.212507
868.10 0.213553
868.20 0.213250
868.40 0.211995
868.50 0.212057
868.70 0.212622
868.80 0.212957
869.00 0.213155
869.10 0.212999
869.20 0.212423
869.40 0.212256
869.50 0.212591
869.70 0.212350
869.80 0.212528
870.00 0.212664
870.10 0.212361
870.30 0.211618
870.40 0.211147
870.60 0.212162
870.70 0.212601
870.80 0.212068
871.00 0.211817
871.10 0.211827
871.30 0.211859
871.40 0.211995
871.60 0.211754
871.70 0.212298
871.90 0.211796
872.00 0.211649
872.20 0.212089
872.30 0.212078
872.50 0.211618
872.60 0.210771
872.80 0.210300
872.90 0.210635
873.00 0.211503
873.20 0.211869
873.30 0.211242
873.50 0.210792
873.60 0.211116
873.80 0.211660
873.90 0.212089
874.10 0.211911
874.20 0.211555
874.40 0.211095
874.50 0.210499
874.70 0.210687
874.80 0.211440
875.00 0.211221
875.10 0.210656
875.30 0.210342
875.40 0.210771
875.50 0.211231
875.70 0.211315
875.80 0.211137
876.00 0.211398
876.20 0.211398
876.30 0.211325
876.40 0.210739
876.60 0.210478
876.70 0.210719
876.90 0.210112
877.00 0.210196
877.20 0.210185
877.30 0.209819
877.50 0.210457
877.60 0.211095
877.80 0.210624
877.90 0.210206
878.10 0.210112
878.20 0.210028
878.40 0.210154
878.50 0.210750
878.70 0.211189
878.80 0.210666
879.00 0.210394
879.10 0.210196
879.30 0.210049
879.40 0.210729
879.60 0.210729
879.70 0.210436
879.90 0.210373
880.00 0.210708
880.20 0.210321
880.30 0.210300
880.50 0.210363
880.60 0.210206
880.80 0.210405
880.90 0.210248
881.10 0.210018
881.20 0.209453
881.40 0.209495
881.50 0.210049
881.70 0.210227
881.80 0.210426
882.00 0.210415
882.10 0.210530
882.30 0.210081
882.40 0.209349
882.60 0.209526
882.70 0.209861
882.90 0.209715
883.00 0.209641
883.20 0.209777
883.30 0.209683
883.50 0.209537
883.60 0.209244
883.80 0.209098
883.90 0.209516
884.10 0.209945
884.20 0.209892
884.40 0.209913
884.50 0.209715
884.70 0.209767
884.80 0.209997
885.00 0.210666
885.10 0.210415
885.30 0.209652
885.40 0.209568
885.60 0.209861
885.70 0.209913
885.90 0.209579
886.00 0.209003
886.20 0.209537
886.30 0.209568
886.50 0.209223
886.60 0.209286
886.80 0.209066
886.90 0.208972
887.10 0.209098
887.20 0.208867
887.40 0.209024
887.50 0.208888
887.70 0.209390
887.80 0.209505
888.00 0.209453
888.20 0.208564
888.30 0.207989
888.50 0.208658
888.60 0.209003
888.80 0.208564
888.90 0.208439
889.10 0.208135
889.20 0.207727
889.40 0.207895
889.50 0.208386
889.70 0.209098
889.80 0.209244
890.00 0.208292
890.10 0.207937
890.30 0.208188
890.40 0.208690
890.60 0.208982
890.80 0.208794
890.90 0.208512
891.00 0.208690
891.20 0.208857
891.40 0.208177
891.50 0.207748
891.70 0.208156
891.80 0.208324
892.00 0.208177
892.10 0.208501
892.30 0.208648
892.40 0.208250
892.60 0.207968
892.70 0.208062
892.90 0.208480
893.00 0.208616
893.20 0.207853
893.40 0.206954
893.50 0.206964
893.70 0.207717
893.80 0.208167
894.00 0.208052
894.10 0.207790
894.30 0.207895
894.40 0.207780
894.60 0.207790
894.70 0.208271
894.90 0.207811
895.00 0.207424
895.20 0.207842
895.40 0.207811
895.50 0.207571
895.70 0.207435
895.80 0.207832
896.00 0.207842
896.10 0.207518
896.30 0.207686
896.40 0.207393
896.60 0.207048
896.80 0.207173
896.90 0.207267
897.10 0.207382
897.20 0.207822
897.40 0.207978
897.50 0.207686
897.70 0.207581
897.80 0.207958
898.00 0.207926
898.20 0.207435
898.30 0.207351
898.50 0.207707
898.60 0.208041
898.80 0.207550
898.90 0.207121
899.10 0.207110
899.20 0.207278
899.40 0.207110
899.60 0.207048
899.70 0.207016
899.90 0.206441
900.00 0.206284
900.20 0.206399
900.30 0.206336
900.50 0.206880
900.70 0.207246
900.80 0.206870
901.00 0.206995
901.10 0.207278
901.30 0.207100
901.40 0.206734
901.60 0.207006
901.80 0.207267
901.90 0.207194
902.10 0.206661
902.20 0.206472
902.40 0.207058
902.50 0.207016
902.70 0.206472
902.80 0.206828
903.00 0.206723
903.20 0.206117
903.30 0.206065
903.50 0.206305
903.60 0.206378
903.80 0.206295
904.00 0.206159
904.10 0.206336
904.30 0.206504
904.40 0.206472
904.60 0.206525
904.70 0.206451
904.90 0.206420
905.00 0.206221
905.20 0.206263
905.40 0.206326
905.50 0.206378
905.70 0.206012
905.80 0.206253
906.00 0.206682
906.20 0.206765
906.30 0.206263
906.50 0.205960
906.60 0.205814
906.80 0.205929
907.00 0.206274
907.10 0.206514
907.30 0.206619
907.40 0.206504
907.60 0.206368
907.70 0.206096
907.90 0.206410
908.10 0.206493
908.20 0.206326
908.40 0.206221
908.50 0.205604
908.70 0.205406
908.90 0.205939
909.00 0.206347
909.20 0.206221
909.30 0.205960
909.50 0.205866
909.70 0.205824
909.80 0.206033
910.00 0.206065
910.10 0.206117
910.30 0.205814
910.50 0.205991
910.60 0.206347
910.80 0.205793
910.90 0.205343
911.10 0.205364
911.30 0.205500
911.40 0.205395
911.60 0.205395
911.70 0.205458
911.90 0.205834
912.10 0.205563
912.20 0.205322
912.40 0.205510
912.50 0.206075
912.70 0.206044
912.90 0.205573
913.00 0.205416
913.20 0.205625
913.30 0.205782
913.50 0.205740
913.70 0.205615
913.80 0.205751
914.00 0.205667
914.20 0.205573
914.30 0.205834
914.50 0.205636
914.60 0.205427
914.80 0.205636
915.00 0.206044
915.10 0.206127
915.30 0.205667
915.40 0.205427
915.60 0.205594
915.80 0.205793
915.90 0.205489
916.10 0.205196
916.30 0.205385
916.40 0.205657
