#This file contains the downward and upward spectral flux (per wavelength) at TOA and the #secondary eclipse depth (= planet to star flux ratio).
#Spectral fluxes given in [erg s^-1 cm^-3].
#bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     #planet/star flux ratio  
281     0.262827896       0.262795051          6.56987627e-05     7.38321e+06     773660          7.59143e-07             
282     0.262893603       0.26286075           6.57151874e-05     7.60387e+06     796781          7.59143e-07             
283     0.262959327       0.262926465          6.57316162e-05     7.65796e+06     802449          7.59143e-07             
284     0.263025066       0.262992196          6.57480491e-05     7.65994e+06     802657          7.59143e-07             
285     0.263090823       0.263057945          6.57644861e-05     7.66192e+06     802865          7.59143e-07             
286     0.263156595       0.263123709          6.57809272e-05     7.66391e+06     803072          7.59143e-07             
287     0.263222384       0.26318949           6.57973725e-05     7.66589e+06     803280          7.59143e-07             
288     0.26328819        0.263255287          6.58138218e-05     7.66788e+06     803488          7.59143e-07             
289     0.263354012       0.263321101          6.58302753e-05     7.66986e+06     803697          7.59143e-07             
290     0.263419851       0.263386931          6.58467328e-05     7.67185e+06     803905          7.59143e-07             
291     0.263485706       0.263452778          6.58631945e-05     7.67384e+06     804113          7.59143e-07             
292     0.263551577       0.263518641          6.58796603e-05     7.67582e+06     804321          7.59143e-07             
293     0.263617465       0.263584521          6.58961302e-05     7.67781e+06     804529          7.59143e-07             
294     0.263683369       0.263650417          6.59126043e-05     7.6798e+06      804738          7.59143e-07             
295     0.26374929        0.26371633           6.59290824e-05     7.68179e+06     804946          7.59143e-07             
296     0.263815227       0.263782259          6.59455647e-05     7.68378e+06     805154          7.59143e-07             
297     0.263881181       0.263848204          6.59620511e-05     7.68576e+06     805363          7.59143e-07             
298     0.263947152       0.263914166          6.59785416e-05     7.6868e+06      805471          7.59143e-07             
299     0.264013138       0.263980145          6.59950362e-05     7.67697e+06     804442          7.59143e-07             
300     0.264079142       0.26404614           6.6011535e-05      7.66408e+06     803091          7.59143e-07             
301     0.264145161       0.264112152          6.60280379e-05     7.65119e+06     801740          7.59143e-07             
302     0.264211198       0.26417818           6.60445449e-05     7.63829e+06     800388          7.59143e-07             
303     0.264277251       0.264244224          6.6061056e-05      7.62539e+06     799037          7.59143e-07             
304     0.26434332        0.264310285          6.60775713e-05     7.61249e+06     797685          7.59143e-07             
305     0.264409406       0.264376363          6.60940907e-05     7.59958e+06     796332          7.59143e-07             
306     0.264475508       0.264442457          6.61106142e-05     7.58667e+06     794979          7.59143e-07             
307     0.264541627       0.264508567          6.61271419e-05     7.57376e+06     793626          7.59143e-07             
308     0.264607762       0.264574695          6.61436736e-05     7.56085e+06     792273          7.59143e-07             
309     0.264673914       0.264640838          6.61602096e-05     7.54793e+06     790919          7.59143e-07             
310     0.264740083       0.264706998          6.61767496e-05     7.535e+06       789565          7.59143e-07             
311     0.264806268       0.264773175          6.61932938e-05     7.52208e+06     788211          7.59143e-07             
312     0.264872469       0.264839369          6.62098421e-05     7.50915e+06     786856          7.59143e-07             
313     0.264938687       0.264905578          6.62263946e-05     7.49622e+06     785501          7.59143e-07             
