#This file contains the downward and upward spectral flux (per wavelength) at TOA and the #secondary eclipse depth (= planet to star flux ratio).
#Spectral fluxes given in [erg s^-1 cm^-3].
#bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     #planet/star flux ratio  
127     0.252902551       0.252870947          6.32177366e-05     1.53183e+06     210046          9.12947e-07             
128     0.252965777       0.252934164          6.32335411e-05     1.62882e+06     223129          9.12058e-07             
129     0.253029019       0.252997398          6.32493495e-05     1.72584e+06     236189          9.1117e-07              
130     0.253092276       0.253060647          6.32651618e-05     1.82288e+06     249227          9.10283e-07             
131     0.253155549       0.253123912          6.32809781e-05     1.91995e+06     262243          9.09397e-07             
132     0.253218838       0.253187193          6.32967983e-05     2.01705e+06     275237          9.08511e-07             
133     0.253282142       0.25325049           6.33126225e-05     2.11416e+06     288208          9.07626e-07             
134     0.253345463       0.253313803          6.33284507e-05     2.2113e+06      301157          9.06743e-07             
135     0.253408799       0.253377131          6.33442828e-05     2.30847e+06     314083          9.05859e-07             
136     0.253472152       0.253440475          6.33601189e-05     2.40566e+06     326988          9.04977e-07             
137     0.25353552        0.253503836          6.33759589e-05     2.50287e+06     339870          9.04095e-07             
138     0.253598903       0.253567212          6.33918029e-05     2.60001e+06     352717          9.03215e-07             
139     0.253662303       0.253630603          6.34076508e-05     2.66612e+06     361333          9.02335e-07             
140     0.253725719       0.253694011          6.34235028e-05     2.70751e+06     366585          9.01456e-07             
141     0.25378915        0.253757435          6.34393586e-05     2.74892e+06     371829          9.00577e-07             
142     0.253852598       0.253820874          6.34552185e-05     2.79033e+06     377063          8.997e-07               
143     0.253916061       0.253884329          6.34710823e-05     2.83176e+06     382288          8.98823e-07             
144     0.25397954        0.2539478            6.348695e-05       2.8732e+06      387504          8.97947e-07             
145     0.254043035       0.254011287          6.35028218e-05     2.91464e+06     392711          8.97072e-07             
146     0.254106545       0.25407479           6.35186975e-05     2.9561e+06      397908          8.96198e-07             
147     0.254170072       0.254138309          6.35345772e-05     2.99757e+06     403097          8.95324e-07             
148     0.254233614       0.254201843          6.35504608e-05     3.03905e+06     408276          8.94451e-07             
149     0.254297173       0.254265394          6.35663484e-05     3.08053e+06     413446          8.93579e-07             
150     0.254360747       0.25432896           6.358224e-05       3.12203e+06     418607          8.92708e-07             
151     0.254424337       0.254392542          6.35981356e-05     3.16354e+06     423759          8.91838e-07             
152     0.254487943       0.25445614           6.36140351e-05     3.20506e+06     428902          8.90968e-07             
153     0.254551565       0.254519754          6.36299386e-05     3.24659e+06     434036          8.90099e-07             
154     0.254615203       0.254583384          6.36458461e-05     3.28757e+06     439086          8.89231e-07             
155     0.254678857       0.25464703           6.36617576e-05     3.24631e+06     433152          8.88364e-07             
156     0.254742527       0.254710692          6.3677673e-05      3.14635e+06     419406          8.87497e-07             
157     0.254806212       0.25477437           6.36935924e-05     3.04638e+06     405683          8.86632e-07             
158     0.254869914       0.254838063          6.37095158e-05     2.94637e+06     391983          8.85767e-07             
159     0.254933631       0.254901773          6.37254432e-05     2.84635e+06     378306          8.84903e-07             
160     0.254997365       0.254965498          6.37413745e-05     2.74629e+06     364652          8.8404e-07              
161     0.255061114       0.25502924           6.37573099e-05     2.64621e+06     351021          8.83177e-07             
162     0.25512488        0.255092997          6.37732492e-05     2.54611e+06     337413          8.82315e-07             
163     0.255188661       0.25515677           6.37891925e-05     2.44598e+06     323827          8.81454e-07             
164     0.255252458       0.255220559          6.38051398e-05     2.34583e+06     310265          8.80594e-07             
165     0.255316271       0.255284364          6.38210911e-05     2.24565e+06     296725          8.79735e-07             
166     0.2553801         0.255348186          6.38370464e-05     2.14545e+06     283208          8.78876e-07             
167     0.255443945       0.255412023          6.38530056e-05     2.04522e+06     269714          8.78018e-07             
168     0.255507806       0.255475876          6.38689689e-05     1.94497e+06     256243          8.77161e-07             
169     0.255571683       0.255539745          6.38849361e-05     1.84469e+06     242794          8.76305e-07             
170     0.255635576       0.25560363           6.39009074e-05     1.74493e+06     229440          8.7545e-07              
171     0.255699485       0.25566753           6.39168826e-05     1.6914e+06      222184          8.74595e-07             
172     0.25576341        0.255731447          6.39328618e-05     1.66753e+06     218834          8.73741e-07             
173     0.255827351       0.25579538           6.3948845e-05      1.64364e+06     215490          8.72888e-07             
