#This file contains the downward and upward spectral flux (per wavelength) at TOA and the #secondary eclipse depth (= planet to star flux ratio).
#Spectral fluxes given in [erg s^-1 cm^-3].
#bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     #planet/star flux ratio  
219     0.258785975       0.258753635          6.46884087e-05     710932          433049          2.23702e-06             
220     0.258850671       0.258818323          6.47045808e-05     732933          446238          2.23596e-06             
221     0.258915384       0.258883028          6.47207569e-05     754939          459416          2.23489e-06             
222     0.258980113       0.258947748          6.47369371e-05     776951          472596          2.23387e-06             
223     0.259044858       0.259012485          6.47531213e-05     798968          485770          2.23287e-06             
224     0.259109619       0.259077238          6.47693096e-05     820991          498952          2.23194e-06             
225     0.259174396       0.259142008          6.47855019e-05     843020          512098          2.23088e-06             
226     0.25923919        0.259206793          6.48016983e-05     865054          525262          2.22995e-06             
227     0.259304          0.259271595          6.48178987e-05     887093          538383          2.22887e-06             
228     0.259368826       0.259336413          6.48341032e-05     909138          551517          2.22787e-06             
229     0.259433668       0.259401247          6.48503117e-05     931189          564588          2.22667e-06             
230     0.259498526       0.259466097          6.48665243e-05     953245          577757          2.22588e-06             
231     0.259563401       0.259530964          6.48827409e-05     975306          590864          2.22489e-06             
232     0.259628292       0.259595847          6.48989616e-05     997373          603950          2.22385e-06             
233     0.259693199       0.259660745          6.49151864e-05     1.01945e+06     617042          2.22286e-06             
234     0.259758122       0.259725661          6.49314152e-05     1.04097e+06     629735          2.22168e-06             
235     0.259823062       0.259790592          6.4947648e-05      1.04924e+06     634491          2.22081e-06             
236     0.259888018       0.25985554           6.49638849e-05     1.05189e+06     635766          2.21968e-06             
237     0.25995299        0.259920504          6.49801259e-05     1.05453e+06     637093          2.21873e-06             
238     0.260017978       0.259985484          6.49963709e-05     1.05718e+06     638427          2.21782e-06             
239     0.260082982       0.26005048           6.501262e-05       1.05982e+06     639722          2.21677e-06             
240     0.260148003       0.260115493          6.50288732e-05     1.06247e+06     641045          2.21582e-06             
241     0.26021304        0.260180522          6.50451304e-05     1.06511e+06     642230          2.2144e-06              
242     0.260278093       0.260245567          6.50613917e-05     1.06776e+06     643643          2.21377e-06             
243     0.260343163       0.260310628          6.5077657e-05      1.07041e+06     644967          2.21283e-06             
244     0.260408249       0.260375706          6.50939264e-05     1.07306e+06     646239          2.21173e-06             
245     0.260473351       0.2604408            6.51101999e-05     1.07571e+06     647557          2.21078e-06             
246     0.260538469       0.26050591           6.51264775e-05     1.07836e+06     648840          2.20971e-06             
247     0.260603604       0.260571036          6.51427591e-05     1.08101e+06     650163          2.20879e-06             
248     0.260668755       0.260636179          6.51590448e-05     1.08366e+06     651473          2.20783e-06             
249     0.260733922       0.260701338          6.51753345e-05     1.08631e+06     652714          2.20663e-06             
250     0.260799105       0.260766514          6.51916284e-05     1.09092e+06     655225          2.20577e-06             
251     0.260864305       0.260831705          6.52079263e-05     1.13319e+06     680300          2.20475e-06             
252     0.260929521       0.260896913          6.52242283e-05     1.18993e+06     714038          2.20375e-06             
253     0.260994754       0.260962137          6.52405343e-05     1.24668e+06     747741          2.20271e-06             
254     0.261060002       0.261027378          6.52568445e-05     1.30345e+06     781386          2.20157e-06             
255     0.261125267       0.261092635          6.52731587e-05     1.36023e+06     815069          2.20061e-06             
256     0.261190549       0.261157908          6.5289477e-05      1.41703e+06     848741          2.19968e-06             
257     0.261255846       0.261223197          6.53057993e-05     1.47384e+06     882329          2.19858e-06             
258     0.26132116        0.261288503          6.53221258e-05     1.53066e+06     915932          2.19759e-06             
259     0.26138649        0.261353825          6.53384563e-05     1.5875e+06      949509          2.19658e-06             
260     0.261451837       0.261419164          6.53547909e-05     1.64435e+06     983047          2.19554e-06             
261     0.2615172         0.261484519          6.53711296e-05     1.70122e+06     1.01658e+06     2.19455e-06             
262     0.261582579       0.26154989           6.53874724e-05     1.7581e+06      1.05005e+06     2.19346e-06             
263     0.261647975       0.261615277          6.54038193e-05     1.81499e+06     1.08354e+06     2.19245e-06             
264     0.261713387       0.261680681          6.54201702e-05     1.8719e+06      1.11702e+06     2.19149e-06             
265     0.261778815       0.261746101          6.54365253e-05     1.92883e+06     1.15045e+06     2.19047e-06             
266     0.26184426        0.261811538          6.54528844e-05     1.98847e+06     1.18546e+06     2.18942e-06             
267     0.261909721       0.261876991          6.54692476e-05     2.09127e+06     1.24616e+06     2.1884e-06              
268     0.261975198       0.26194246           6.54856149e-05     2.20904e+06     1.31574e+06     2.1874e-06              
269     0.262040692       0.262007945          6.55019863e-05     2.32684e+06     1.38525e+06     2.18637e-06             
270     0.262106202       0.262073447          6.55183618e-05     2.44466e+06     1.45471e+06     2.18534e-06             
271     0.262171729       0.262138966          6.55347414e-05     2.56252e+06     1.52416e+06     2.18436e-06             
272     0.262237272       0.2622045            6.55511251e-05     2.68041e+06     1.5935e+06      2.1833e-06              
273     0.262302831       0.262270052          6.55675129e-05     2.79833e+06     1.66282e+06     2.18227e-06             
274     0.262368407       0.262335619          6.55839048e-05     2.91627e+06     1.73207e+06     2.18122e-06             
275     0.262433999       0.262401203          6.56003007e-05     3.03425e+06     1.80136e+06     2.18028e-06             
276     0.262499608       0.262466803          6.56167008e-05     3.15225e+06     1.87052e+06     2.17923e-06             
277     0.262565232       0.26253242           6.5633105e-05      3.27029e+06     1.93945e+06     2.17798e-06             
278     0.262630874       0.262598053          6.56495133e-05     3.38835e+06     2.00874e+06     2.17719e-06             
279     0.262696531       0.262663703          6.56659257e-05     3.50645e+06     2.07782e+06     2.17622e-06             
280     0.262762206       0.262729369          6.56823421e-05     3.62457e+06     2.14675e+06     2.17513e-06             
281     0.262827896       0.262795051          6.56987627e-05     3.74272e+06     2.21566e+06     2.17408e-06             
282     0.262893603       0.26286075           6.57151874e-05     3.85458e+06     2.28076e+06     2.17302e-06             
283     0.262959327       0.262926465          6.57316162e-05     3.882e+06       2.29603e+06     2.17212e-06             
284     0.263025066       0.262992196          6.57480491e-05     3.883e+06       2.29551e+06     2.17107e-06             
285     0.263090823       0.263057945          6.57644861e-05     3.88401e+06     2.29506e+06     2.17008e-06             
286     0.263156595       0.263123709          6.57809272e-05     3.88501e+06     2.29457e+06     2.16906e-06             
287     0.263222384       0.26318949           6.57973725e-05     3.88602e+06     2.2942e+06      2.16814e-06             
288     0.26328819        0.263255287          6.58138218e-05     3.88703e+06     2.29372e+06     2.16713e-06             
289     0.263354012       0.263321101          6.58302753e-05     3.88803e+06     2.29319e+06     2.16607e-06             
290     0.263419851       0.263386931          6.58467328e-05     3.88904e+06     2.29273e+06     2.16507e-06             
291     0.263485706       0.263452778          6.58631945e-05     3.89005e+06     2.29221e+06     2.16402e-06             
292     0.263551577       0.263518641          6.58796603e-05     3.89105e+06     2.2918e+06      2.16307e-06             
293     0.263617465       0.263584521          6.58961302e-05     3.89206e+06     2.2913e+06      2.16204e-06             
294     0.263683369       0.263650417          6.59126043e-05     3.89307e+06     2.29074e+06     2.16095e-06             
295     0.26374929        0.26371633           6.59290824e-05     3.89408e+06     2.29038e+06     2.16006e-06             
296     0.263815227       0.263782259          6.59455647e-05     3.89509e+06     2.28987e+06     2.15901e-06             
297     0.263881181       0.263848204          6.59620511e-05     3.89609e+06     2.28923e+06     2.15785e-06             
298     0.263947152       0.263914166          6.59785416e-05     3.89662e+06     2.2886e+06      2.15696e-06             
299     0.264013138       0.263980145          6.59950362e-05     3.89164e+06     2.2846e+06      2.15595e-06             
300     0.264079142       0.26404614           6.6011535e-05      3.8851e+06      2.27962e+06     2.15487e-06             
301     0.264145161       0.264112152          6.60280379e-05     3.87857e+06     2.27476e+06     2.1539e-06              
302     0.264211198       0.26417818           6.60445449e-05     3.87203e+06     2.26989e+06     2.15292e-06             
303     0.264277251       0.264244224          6.6061056e-05      3.86549e+06     2.26488e+06     2.1518e-06              
304     0.26434332        0.264310285          6.60775713e-05     3.85895e+06     2.2601e+06      2.1509e-06              
305     0.264409406       0.264376363          6.60940907e-05     3.85241e+06     2.25519e+06     2.14987e-06             
306     0.264475508       0.264442457          6.61106142e-05     3.84586e+06     2.25028e+06     2.14884e-06             
307     0.264541627       0.264508567          6.61271419e-05     3.83932e+06     2.24543e+06     2.14787e-06             
308     0.264607762       0.264574695          6.61436736e-05     3.83277e+06     2.24053e+06     2.14684e-06             
309     0.264673914       0.264640838          6.61602096e-05     3.82622e+06     2.23555e+06     2.14574e-06             
310     0.264740083       0.264706998          6.61767496e-05     3.81967e+06     2.2308e+06      2.14485e-06             
311     0.264806268       0.264773175          6.61932938e-05     3.81312e+06     2.22593e+06     2.14384e-06             
312     0.264872469       0.264839369          6.62098421e-05     3.80656e+06     2.22085e+06     2.14263e-06             
313     0.264938687       0.264905578          6.62263946e-05     3.80001e+06     2.21612e+06     2.14176e-06             
314     0.265004922       0.264971805          6.62429512e-05     3.79133e+06     2.21008e+06     2.14081e-06             
315     0.265071173       0.265038048          6.62595119e-05     3.76189e+06     2.19191e+06     2.13982e-06             
316     0.265137441       0.265104307          6.62760768e-05     3.72719e+06     2.17058e+06     2.13873e-06             
317     0.265203725       0.265170583          6.62926458e-05     3.69247e+06     2.14942e+06     2.1378e-06              
318     0.265270026       0.265236876          6.6309219e-05      3.65775e+06     2.12816e+06     2.13674e-06             
319     0.265336344       0.265303185          6.63257963e-05     3.62302e+06     2.1068e+06      2.13558e-06             
320     0.265402678       0.265369511          6.63423777e-05     3.58828e+06     2.08566e+06     2.13461e-06             
321     0.265469029       0.265435853          6.63589633e-05     3.55353e+06     2.06468e+06     2.13381e-06             
