# Spectrum of GJ486 at 1 AU (SPHINX)
# WL(nm)	Flux(ergs/cm**2/s/nm)
7.633082e+02	1.129566e+01
7.663615e+02	9.218728e+00
7.694269e+02	9.863889e+00
7.725046e+02	1.123180e+01
7.755946e+02	1.118719e+01
7.786970e+02	1.126054e+01
7.818118e+02	1.124814e+01
7.849391e+02	1.130244e+01
7.880788e+02	1.148714e+01
7.912311e+02	1.154918e+01
7.943961e+02	1.166720e+01
7.975736e+02	1.178637e+01
8.007639e+02	1.191753e+01
8.039670e+02	1.187067e+01
8.071829e+02	1.183975e+01
8.104116e+02	1.188867e+01
8.136532e+02	1.192235e+01
8.169078e+02	1.136922e+01
8.201755e+02	1.005128e+01
8.234562e+02	1.195850e+01
8.267500e+02	1.199595e+01
8.300570e+02	1.196564e+01
8.333772e+02	1.182002e+01
8.367107e+02	1.160477e+01
8.400576e+02	1.161141e+01
8.434178e+02	1.126527e+01
8.467915e+02	1.147936e+01
8.501787e+02	1.133378e+01
8.535794e+02	1.110242e+01
8.569937e+02	1.182613e+01
8.604217e+02	1.194539e+01
8.638633e+02	1.161336e+01
8.673188e+02	1.084374e+01
8.707881e+02	1.099977e+01
8.742712e+02	1.115047e+01
8.777683e+02	1.145575e+01
8.812794e+02	1.137348e+01
8.848045e+02	1.168787e+01
8.883437e+02	1.118647e+01
8.918971e+02	1.155640e+01
8.954647e+02	1.153994e+01
8.990465e+02	1.163042e+01
9.026427e+02	1.133969e+01
9.062533e+02	1.119681e+01
9.098783e+02	1.145019e+01
9.135178e+02	1.152648e+01
9.171719e+02	1.162842e+01
9.208406e+02	1.175634e+01
9.245240e+02	1.174493e+01
9.282220e+02	1.168006e+01
9.319349e+02	1.154788e+01
9.356627e+02	1.153535e+01
9.394053e+02	1.107564e+01
9.431629e+02	1.144655e+01
9.469356e+02	1.153622e+01
9.507233e+02	1.161854e+01
9.545262e+02	1.160158e+01
9.583443e+02	1.141830e+01
9.621777e+02	1.135554e+01
9.660264e+02	1.119214e+01
9.698905e+02	1.136636e+01
9.737701e+02	1.120692e+01
9.776652e+02	1.103370e+01
9.815758e+02	1.147273e+01
9.855021e+02	1.137847e+01
9.894441e+02	1.078512e+01
9.934019e+02	9.588146e+00
9.973755e+02	1.010179e+01
1.001365e+03	1.031825e+01
