# Spectrum of TRAPPIST-1 at 1 AU
# WL(nm)	Flux(ergs/cm**2/s/nm)
9.098783e+02	3.986797e-01
9.135178e+02	4.282701e-01
9.171719e+02	4.733147e-01
9.208406e+02	4.952266e-01
9.245240e+02	4.768429e-01
9.282220e+02	4.722577e-01
9.319349e+02	4.483477e-01
9.356627e+02	4.604115e-01
9.394053e+02	4.405610e-01
9.431629e+02	4.818640e-01
9.469356e+02	5.166153e-01
9.507233e+02	5.299173e-01
9.545262e+02	5.466032e-01
9.583443e+02	5.305744e-01
9.621777e+02	5.455100e-01
9.660264e+02	5.462635e-01
9.698905e+02	5.671087e-01
9.737701e+02	4.839956e-01
9.776652e+02	4.768219e-01
9.815758e+02	4.794068e-01
9.855021e+02	4.652357e-01
9.894441e+02	4.196548e-01
9.934019e+02	2.958750e-01
9.973755e+02	3.636396e-01
1.001365e+03	3.671882e-01
1.005370e+03	3.576448e-01
1.009392e+03	3.958960e-01
1.013430e+03	4.243113e-01
1.017483e+03	4.358584e-01
1.021553e+03	4.549340e-01
1.025639e+03	4.348137e-01
1.029742e+03	4.272377e-01
1.033861e+03	4.341954e-01
1.037996e+03	4.861044e-01
1.042148e+03	4.858133e-01
1.046317e+03	5.259939e-01
1.050502e+03	5.196627e-01
1.054704e+03	5.490793e-01
1.058923e+03	5.425230e-01
1.063159e+03	5.417493e-01
1.067411e+03	5.212192e-01
1.071681e+03	5.276214e-01
1.075968e+03	5.625539e-01
1.080272e+03	5.613631e-01
1.084593e+03	5.844833e-01
1.088931e+03	5.713622e-01
1.093287e+03	5.790386e-01
1.097660e+03	5.544405e-01
1.102051e+03	5.513194e-01
1.106459e+03	5.291259e-01
1.110885e+03	5.228861e-01
1.115328e+03	5.530065e-01
1.119789e+03	5.500995e-01
1.124269e+03	5.726900e-01
1.128766e+03	5.740038e-01
1.133281e+03	5.641174e-01
1.137814e+03	4.664858e-01
1.142365e+03	4.857469e-01
1.146935e+03	5.850860e-01
1.151522e+03	6.048937e-01
1.156128e+03	5.980720e-01
1.160753e+03	5.946518e-01
1.165396e+03	6.055748e-01
1.170058e+03	5.095693e-01
1.174738e+03	5.434105e-01
1.179437e+03	4.616144e-01
1.184154e+03	5.673442e-01
1.188891e+03	5.932095e-01
1.193647e+03	5.944529e-01
1.198421e+03	5.382726e-01
1.203215e+03	5.517873e-01
1.208028e+03	5.886234e-01
1.212860e+03	5.677579e-01
1.217711e+03	5.953309e-01
1.222582e+03	5.801800e-01
1.227473e+03	6.114595e-01
1.232382e+03	6.039922e-01
1.237312e+03	5.982001e-01
1.242261e+03	4.693599e-01
1.247230e+03	5.740420e-01
1.252219e+03	4.619687e-01
1.257228e+03	5.709505e-01
1.262257e+03	5.702916e-01
1.267306e+03	5.935979e-01
1.272375e+03	5.898711e-01
1.277465e+03	5.948865e-01
1.282575e+03	6.009259e-01
1.287705e+03	5.565000e-01
1.292856e+03	5.581151e-01
1.298027e+03	5.720988e-01
1.303219e+03	5.806118e-01
1.308432e+03	5.692317e-01
1.313666e+03	5.834615e-01
1.318920e+03	5.818041e-01
1.324196e+03	5.516537e-01
1.329493e+03	5.156305e-01
1.334811e+03	4.032236e-01
1.340150e+03	3.833156e-01
1.345511e+03	3.727157e-01
1.350893e+03	3.700486e-01
1.356296e+03	3.517636e-01
1.361722e+03	3.598547e-01
1.367168e+03	3.729147e-01
1.372637e+03	3.690834e-01
1.378128e+03	3.857595e-01
1.383640e+03	3.803376e-01
1.389175e+03	3.665553e-01
1.394731e+03	3.522389e-01
1.400310e+03	3.398944e-01
1.405912e+03	3.454782e-01
1.411535e+03	3.178896e-01
1.417181e+03	3.079349e-01
1.422850e+03	3.101320e-01
1.428542e+03	3.051749e-01
1.434256e+03	3.052706e-01
1.439993e+03	3.118719e-01
1.445753e+03	3.189233e-01
1.451536e+03	3.203394e-01
1.457342e+03	3.358839e-01
1.463171e+03	3.214575e-01
1.469024e+03	3.144519e-01
1.474900e+03	3.225254e-01
1.480800e+03	3.268721e-01
1.486723e+03	3.265596e-01
1.492670e+03	3.314748e-01
1.498640e+03	3.346378e-01
1.504635e+03	3.420306e-01
1.510653e+03	3.442751e-01
1.516696e+03	3.468179e-01
1.522763e+03	3.593619e-01
1.528854e+03	3.632925e-01
1.534969e+03	3.632209e-01
1.541109e+03	3.645955e-01
1.547274e+03	3.760630e-01
1.553463e+03	3.806947e-01
1.559677e+03	3.812358e-01
1.565915e+03	3.906788e-01
1.572179e+03	3.932633e-01
1.578468e+03	4.042494e-01
1.584782e+03	4.085242e-01
1.591121e+03	4.092631e-01
1.597485e+03	4.160208e-01
1.603875e+03	4.187868e-01
1.610291e+03	4.202616e-01
1.616732e+03	4.236993e-01
1.623199e+03	4.270580e-01
1.629691e+03	4.317047e-01
1.636210e+03	4.382239e-01
1.642755e+03	4.396923e-01
1.649326e+03	4.415314e-01
1.655923e+03	4.438472e-01
1.662547e+03	4.432999e-01
1.669197e+03	4.454388e-01
1.675874e+03	4.465827e-01
1.682578e+03	4.438255e-01
1.689308e+03	4.349364e-01
1.696065e+03	4.252196e-01
1.702849e+03	4.153058e-01
1.709661e+03	3.972938e-01
1.716499e+03	3.682919e-01
1.723365e+03	3.639505e-01
1.730259e+03	3.500936e-01
1.737180e+03	3.302631e-01
1.744129e+03	3.180726e-01
1.751105e+03	3.076696e-01
1.758110e+03	2.858111e-01
1.765142e+03	2.758092e-01
1.772203e+03	2.640775e-01
1.779291e+03	2.440088e-01
1.786409e+03	2.385227e-01
1.793554e+03	2.269507e-01
1.800728e+03	2.235162e-01
1.807931e+03	2.087489e-01
1.815163e+03	2.166494e-01
1.822424e+03	2.119680e-01
1.829713e+03	2.050218e-01
1.837032e+03	2.059079e-01
1.844380e+03	1.881766e-01
1.851758e+03	1.838993e-01
1.859165e+03	1.602302e-01
1.866602e+03	1.784525e-01
1.874068e+03	1.769936e-01
1.881564e+03	1.831796e-01
1.889090e+03	1.889710e-01
1.896647e+03	1.930613e-01
1.904233e+03	1.940650e-01
1.911850e+03	1.988090e-01
1.919498e+03	1.922059e-01
1.927176e+03	1.907557e-01
1.934884e+03	1.902918e-01
1.942624e+03	1.739818e-01
1.950394e+03	1.838357e-01
1.958196e+03	1.798175e-01
1.966029e+03	1.807930e-01
1.973893e+03	1.726696e-01
1.981789e+03	1.672509e-01
1.989716e+03	1.679081e-01
1.997675e+03	1.674668e-01
2.005665e+03	1.669500e-01
2.013688e+03	1.648956e-01
2.021743e+03	1.709967e-01
2.029830e+03	1.677909e-01
2.037949e+03	1.702396e-01
2.046101e+03	1.710653e-01
2.054285e+03	1.770066e-01
2.062502e+03	1.758036e-01
2.070752e+03	1.803371e-01
2.079035e+03	1.822864e-01
2.087351e+03	1.824289e-01
2.095701e+03	1.862878e-01
2.104084e+03	1.910872e-01
2.112500e+03	1.932320e-01
2.120950e+03	1.949944e-01
2.129434e+03	1.943219e-01
2.137952e+03	1.974767e-01
2.146503e+03	2.026706e-01
2.155089e+03	2.026686e-01
2.163710e+03	2.049646e-01
2.172365e+03	2.058349e-01
2.181054e+03	2.052701e-01
2.189778e+03	2.056987e-01
2.198537e+03	2.071904e-01
2.207331e+03	1.996215e-01
2.216161e+03	2.064799e-01
2.225025e+03	2.065683e-01
2.233926e+03	2.058074e-01
2.242861e+03	2.058497e-01
2.251833e+03	2.037318e-01
2.260840e+03	2.013477e-01
2.269883e+03	2.012807e-01
2.278963e+03	1.992231e-01
2.288079e+03	1.993477e-01
2.297231e+03	1.651285e-01
2.306420e+03	1.764935e-01
2.315646e+03	1.744202e-01
2.324908e+03	1.537435e-01
2.334208e+03	1.587862e-01
2.343545e+03	1.590470e-01
2.352919e+03	1.438954e-01
2.362331e+03	1.443003e-01
2.371780e+03	1.488293e-01
2.381267e+03	1.372251e-01
2.390792e+03	1.330746e-01
2.400355e+03	1.335663e-01
2.409957e+03	1.227792e-01
2.419597e+03	1.196747e-01
2.429275e+03	1.121399e-01
2.438992e+03	1.064850e-01
2.448748e+03	9.960513e-02
2.458543e+03	9.695571e-02
2.468377e+03	9.341303e-02
2.478251e+03	8.256016e-02
2.488164e+03	8.318892e-02
2.498116e+03	8.196694e-02
2.508109e+03	7.234378e-02
2.518141e+03	7.248288e-02
2.528214e+03	6.760359e-02
2.538327e+03	6.657120e-02
2.548480e+03	6.597801e-02
2.558674e+03	6.496804e-02
2.568909e+03	6.662064e-02
2.579184e+03	6.201051e-02
2.589501e+03	6.574861e-02
2.599859e+03	6.692097e-02
2.610258e+03	6.940572e-02
2.620699e+03	6.707687e-02
2.631182e+03	6.750781e-02
2.641707e+03	6.878392e-02
2.652274e+03	7.221434e-02
2.662883e+03	7.229094e-02
2.673534e+03	6.346398e-02
2.684229e+03	6.227951e-02
2.694965e+03	5.827551e-02
2.705745e+03	5.757731e-02
2.716568e+03	5.575861e-02
2.727435e+03	5.417833e-02
2.738344e+03	5.298262e-02
2.749298e+03	5.452980e-02
2.760295e+03	5.447862e-02
2.771336e+03	5.183915e-02
2.782421e+03	4.949317e-02
2.793551e+03	5.257488e-02
2.804725e+03	4.776039e-02
2.815944e+03	4.731766e-02
2.827208e+03	5.191730e-02
2.838517e+03	4.645758e-02
2.849871e+03	4.653151e-02
2.861270e+03	4.904794e-02
2.872715e+03	4.696971e-02
2.884206e+03	4.686802e-02
2.895743e+03	4.811001e-02
2.907326e+03	4.415322e-02
2.918955e+03	4.511133e-02
2.930631e+03	4.598518e-02
2.942354e+03	4.405243e-02
2.954123e+03	4.499192e-02
2.965940e+03	4.374245e-02
2.977803e+03	4.557894e-02
2.989715e+03	4.404751e-02
3.001673e+03	4.452415e-02
3.013680e+03	4.536039e-02
3.025735e+03	4.241111e-02
3.037838e+03	4.649659e-02
3.049989e+03	4.300849e-02
3.062189e+03	4.616714e-02
3.074438e+03	4.453611e-02
3.086736e+03	4.451116e-02
3.099083e+03	4.606674e-02
3.111479e+03	4.400354e-02
3.123925e+03	4.590793e-02
3.136421e+03	4.527250e-02
3.148966e+03	4.549685e-02
3.161562e+03	4.604733e-02
